province,date,confirm,dead,heal,confirm_add,newConfirm,newHeal,newDead
安徽,3.13,990,6,984,0,0,0,0
重庆,3.14,576,6,569,0,0,3,0
浙江,3.14,1231,1,1211,4,4,0,0
云南,3.14,174,2,172,0,0,2,0
新疆,3.14,76,3,73,0,0,0,0
香港,3.14,141,4,81,4,4,3,0
西藏,3.14,1,0,1,0,0,0,0
天津,3.14,136,3,132,0,0,0,0
台湾,3.14,53,1,20,3,3,0,0
四川,3.14,539,3,515,0,0,5,0
上海,3.14,353,3,324,3,3,0,0
陕西,3.14,245,2,232,0,0,0,0
山西,3.14,133,0,133,0,0,0,0
山东,3.14,760,7,741,0,0,0,0
青海,3.14,18,0,18,0,0,0,0
宁夏,3.14,75,0,73,0,0,1,0
内蒙古,3.14,75,1,71,0,0,0,0
辽宁,3.14,125,1,113,0,0,0,0
江西,3.14,935,1,934,0,0,0,0
江苏,3.14,631,0,631,0,0,1,0
吉林,3.14,93,1,91,0,0,0,0
湖南,3.14,1018,4,1014,0,0,5,0
湖北,3.14,67794,3085,54278,4,4,1335,10
黑龙江,3.14,482,13,453,0,0,6,0
河南,3.14,1273,22,1250,0,0,1,0
河北,3.14,318,6,310,0,0,0,0
海南,3.14,168,6,160,0,0,0,0
贵州,3.14,146,2,143,0,0,0,0
广西,3.14,252,2,243,0,0,0,0
广东,3.14,1357,8,1299,1,1,0,0
甘肃,3.14,132,2,91,3,3,2,0
福建,3.14,296,1,295,0,0,0,0
北京,3.14,442,8,353,5,5,4,0
澳门,3.14,10,0,10,0,0,0,0
安徽,3.14,990,6,984,0,0,0,0
重庆,3.15,576,6,570,0,0,1,0
浙江,3.15,1231,1,1213,0,0,2,0
云南,3.15,175,2,172,1,1,0,0
新疆,3.15,76,3,73,0,0,0,0
香港,3.15,148,4,84,7,7,3,0
西藏,3.15,1,0,1,0,0,0,0
天津,3.15,136,3,133,0,0,1,0
台湾,3.15,59,1,20,6,6,0,0
四川,3.15,539,3,516,0,0,1,0
上海,3.15,355,3,325,2,2,1,0
陕西,3.15,245,2,232,0,0,0,0
山西,3.15,133,0,133,0,0,0,0
山东,3.15,760,7,743,0,0,2,0
青海,3.15,18,0,18,0,0,0,0
宁夏,3.15,75,0,73,0,0,0,0
内蒙古,3.15,75,1,71,0,0,0,0
辽宁,3.15,125,1,114,0,0,1,0
江西,3.15,935,1,934,0,0,0,0
江苏,3.15,631,0,631,0,0,0,0
吉林,3.15,93,1,92,0,0,1,0
湖南,3.15,1018,4,1014,0,0,0,0
湖北,3.15,67798,3099,55094,4,4,816,14
黑龙江,3.15,482,13,454,0,0,1,0
河南,3.15,1273,22,1250,0,0,0,0
河北,3.15,318,6,310,0,0,0,0
海南,3.15,168,6,160,0,0,0,0
贵州,3.15,146,2,143,0,0,0,0
广西,3.15,252,2,247,0,0,4,0
广东,3.15,1361,8,1306,4,4,7,0
甘肃,3.15,133,2,91,1,1,0,0
福建,3.15,296,1,295,0,0,0,0
北京,3.15,446,8,358,4,4,5,0
澳门,3.15,10,0,10,0,0,0,0
安徽,3.15,990,6,984,0,0,0,0
重庆,3.16,576,6,570,0,0,0,0
浙江,3.16,1231,1,1213,1,1,0,0
云南,3.16,176,2,172,1,1,0,0
新疆,3.16,76,3,73,0,0,0,0
香港,3.16,157,4,88,9,9,4,0
西藏,3.16,1,0,1,0,0,0,0
天津,3.16,136,3,133,0,0,0,0
台湾,3.16,67,1,22,8,8,2,0
四川,3.16,539,3,520,0,0,4,0
上海,3.16,358,3,325,3,3,0,0
陕西,3.16,246,3,233,1,1,1,1
山西,3.16,133,0,133,0,0,0,0
山东,3.16,761,7,746,1,1,3,0
青海,3.16,18,0,18,0,0,0,0
宁夏,3.16,75,0,75,0,0,2,0
内蒙古,3.16,75,1,73,0,0,2,0
辽宁,3.16,125,1,119,0,0,5,0
江西,3.16,935,1,934,0,0,0,0
江苏,3.16,631,0,631,0,0,0,0
吉林,3.16,93,1,92,0,0,0,0
湖南,3.16,1018,4,1014,0,0,0,0
湖北,3.16,67798,3111,55987,4,4,893,12
黑龙江,3.16,482,13,456,0,0,2,0
河南,3.16,1273,22,1250,0,0,0,0
河北,3.16,318,6,310,0,0,0,0
海南,3.16,168,6,161,0,0,1,0
贵州,3.16,146,2,144,0,0,1,0
广西,3.16,253,2,248,1,1,1,0
广东,3.16,1364,8,1307,3,3,1,0
甘肃,3.16,133,2,91,0,0,0,0
福建,3.16,296,1,295,0,0,0,0
北京,3.16,455,8,368,9,9,10,0
澳门,3.16,11,0,10,1,1,0,0
安徽,3.16,990,6,984,0,0,0,0
重庆,3.17,576,6,570,0,0,0,0
浙江,3.17,1232,1,1216,0,0,3,0
云南,3.17,176,2,172,0,0,0,0
新疆,3.17,76,3,73,0,0,0,0
香港,3.17,167,4,92,10,10,4,0
西藏,3.17,1,0,1,0,0,0,0
天津,3.17,136,3,133,0,0,0,0
台湾,3.17,77,1,22,10,10,0,0
四川,3.17,540,3,525,1,1,5,0
上海,3.17,361,3,325,3,3,0,0
陕西,3.17,246,3,236,0,0,3,0
山西,3.17,133,0,133,0,0,0,0
山东,3.17,761,7,746,0,0,0,0
青海,3.17,18,0,18,0,0,0,0
宁夏,3.17,75,0,75,0,0,0,0
内蒙古,3.17,75,1,73,0,0,0,0
辽宁,3.17,125,1,122,0,0,3,0
江西,3.17,935,1,934,0,0,0,0
江苏,3.17,631,0,631,0,0,0,0
吉林,3.17,93,1,92,0,0,0,0
湖南,3.17,1018,4,1014,0,0,0,0
湖北,3.17,67800,3122,56883,1,1,896,11
黑龙江,3.17,482,13,459,0,0,3,0
河南,3.17,1273,22,1250,0,0,0,0
河北,3.17,318,6,310,0,0,0,0
海南,3.17,168,6,161,0,0,0,0
贵州,3.17,146,2,144,0,0,0,0
广西,3.17,253,2,250,0,0,2,0
广东,3.17,1370,8,1312,6,6,5,0
甘肃,3.17,133,2,91,0,0,0,0
福建,3.17,296,1,295,0,0,0,0
北京,3.17,469,8,378,14,14,10,0
澳门,3.17,13,0,10,2,2,0,0
安徽,3.17,990,6,984,0,0,0,0
重庆,3.18,576,6,570,0,0,0,0
浙江,3.18,1233,1,1217,1,1,1,0
云南,3.18,176,2,172,0,0,0,0
新疆,3.18,76,3,73,0,0,0,0
香港,3.18,192,4,95,25,25,3,0
西藏,3.18,1,0,1,0,0,0,0
天津,3.18,136,3,133,0,0,0,0
台湾,3.18,100,1,22,23,23,0,0
四川,3.18,540,3,531,1,1,6,0
上海,3.18,368,3,326,8,8,1,0
陕西,3.18,246,3,236,0,0,0,0
山西,3.18,133,0,133,0,0,0,0
山东,3.18,761,7,746,0,0,0,0
青海,3.18,18,0,18,0,0,0,0
宁夏,3.18,75,0,75,0,0,0,0
内蒙古,3.18,75,1,74,0,0,1,0
辽宁,3.18,125,1,122,0,0,0,0
江西,3.18,935,1,934,0,0,0,0
江苏,3.18,631,0,631,0,0,0,0
吉林,3.18,93,1,92,0,0,0,0
湖南,3.18,1018,4,1014,0,0,0,0
湖北,3.18,67800,3130,57678,0,0,795,8
黑龙江,3.18,482,13,459,0,0,0,0
河南,3.18,1273,22,1250,0,0,0,0
河北,3.18,318,6,310,0,0,0,0
海南,3.18,168,6,161,0,0,0,0
贵州,3.18,146,2,144,0,0,0,0
广西,3.18,253,2,250,0,0,0,0
广东,3.18,1378,8,1318,8,8,6,0
甘肃,3.18,133,2,91,0,0,0,0
福建,3.18,296,1,295,0,0,0,0
北京,3.18,479,8,378,10,10,0,0
澳门,3.18,15,0,10,2,2,0,0
安徽,3.18,990,6,984,0,0,0,0
重庆,3.19,576,6,570,0,0,0,0
浙江,3.19,1233,1,1217,1,1,0,0
云南,3.19,176,2,172,0,0,0,0
新疆,3.19,76,3,73,0,0,0,0
香港,3.19,208,4,98,16,16,3,0
西藏,3.19,1,0,1,0,0,0,0
天津,3.19,137,3,133,1,1,0,0
台湾,3.19,108,1,26,8,8,4,0
四川,3.19,540,3,531,0,0,0,0
上海,3.19,371,3,326,8,8,0,0
陕西,3.19,247,3,237,1,1,1,0
山西,3.19,133,0,133,0,0,0,0
山东,3.19,762,7,747,1,1,1,0
青海,3.19,18,0,18,0,0,0,0
宁夏,3.19,75,0,75,0,0,0,0
内蒙古,3.19,75,1,74,0,0,0,0
辽宁,3.19,125,1,122,0,0,0,0
江西,3.19,935,1,934,0,0,0,0
江苏,3.19,631,0,631,0,0,0,0
吉林,3.19,93,1,92,0,0,0,0
湖南,3.19,1018,4,1014,0,0,0,0
湖北,3.19,67800,3132,58381,0,0,703,2
黑龙江,3.19,484,13,463,1,1,4,0
河南,3.19,1273,22,1250,0,0,0,0
河北,3.19,318,6,310,0,0,0,0
海南,3.19,168,6,161,0,0,0,0
贵州,3.19,146,2,144,0,0,0,0
广西,3.19,254,2,250,1,1,0,0
广东,3.19,1392,8,1322,14,14,4,0
甘肃,3.19,134,2,98,1,1,7,0
福建,3.19,296,1,295,0,0,0,0
北京,3.19,491,8,390,11,11,12,0
澳门,3.19,17,0,10,2,2,0,0
安徽,3.19,990,6,984,0,0,0,0
重庆,3.2,576,6,570,0,0,0,0
浙江,3.2,1236,1,1219,2,2,2,0
云南,3.2,176,2,172,0,0,0,0
新疆,3.2,76,3,73,0,0,0,0
香港,3.2,256,4,98,48,48,0,0
西藏,3.2,1,0,1,0,0,0,0
天津,3.2,137,3,133,0,0,0,0
台湾,3.2,135,2,28,27,27,2,1
四川,3.2,541,3,536,1,1,5,0
上海,3.2,380,3,326,9,9,0,0
陕西,3.2,248,3,239,1,1,2,0
山西,3.2,133,0,133,0,0,0,0
山东,3.2,762,7,748,1,1,1,0
青海,3.2,18,0,18,0,0,0,0
宁夏,3.2,75,0,75,0,0,0,0
内蒙古,3.2,75,1,74,0,0,0,0
辽宁,3.2,126,2,122,1,1,0,1
江西,3.2,935,1,934,0,0,0,0
江苏,3.2,631,0,631,0,0,0,0
吉林,3.2,93,1,92,0,0,0,0
湖南,3.2,1018,4,1014,0,0,0,0
湖北,3.2,67800,3139,58942,0,0,561,7
黑龙江,3.2,484,13,463,0,0,0,0
河南,3.2,1273,22,1250,0,0,0,0
河北,3.2,318,6,310,0,0,0,0
海南,3.2,168,6,161,0,0,0,0
贵州,3.2,146,2,144,0,0,0,0
广西,3.2,254,2,250,1,1,0,0
广东,3.2,1399,8,1325,7,7,3,0
甘肃,3.2,134,2,113,1,1,15,0
福建,3.2,299,1,295,3,3,0,0
北京,3.2,499,8,392,8,8,2,0
澳门,3.2,17,0,10,0,0,0,0
安徽,3.2,990,6,984,0,0,0,0
重庆,3.21,577,6,570,1,1,0,0
浙江,3.21,1236,1,1219,2,2,0,0
云南,3.21,176,2,172,0,0,0,0
新疆,3.21,76,3,73,0,0,0,0
香港,3.21,273,4,100,17,17,2,0
西藏,3.21,1,0,1,0,0,0,0
天津,3.21,137,3,133,0,0,0,0
台湾,3.21,153,2,28,18,18,0,0
四川,3.21,542,3,536,1,1,0,0
上海,3.21,394,3,328,14,14,2,0
陕西,3.21,248,3,239,0,0,0,0
山西,3.21,133,0,133,0,0,0,0
山东,3.21,764,7,749,2,2,1,0
青海,3.21,18,0,18,0,0,0,0
宁夏,3.21,75,0,75,0,0,0,0
内蒙古,3.21,75,1,74,0,0,0,0
辽宁,3.21,126,2,122,0,0,0,0
江西,3.21,936,1,934,1,1,0,0
江苏,3.21,633,0,631,2,2,0,0
吉林,3.21,93,1,92,0,0,0,0
湖南,3.21,1018,4,1014,0,0,0,0
湖北,3.21,67800,3144,59432,0,0,490,5
黑龙江,3.21,484,13,463,0,0,0,0
河南,3.21,1273,22,1250,0,0,0,0
河北,3.21,319,6,310,1,1,0,0
海南,3.21,168,6,161,0,0,0,0
贵州,3.21,146,2,144,0,0,0,0
广西,3.21,254,2,250,0,0,0,0
广东,3.21,1407,8,1329,8,8,4,0
甘肃,3.21,134,2,113,1,1,15,0
福建,3.21,303,1,295,4,4,0,0
北京,3.21,514,8,398,15,15,6,0
澳门,3.21,18,0,10,2,2,0,0
安徽,3.21,990,6,984,0,0,0,0
重庆,3.22,577,6,570,0,0,0,0
浙江,3.22,1238,1,1221,1,1,2,0
云南,3.22,176,2,172,0,0,0,0
新疆,3.22,76,3,73,0,0,0,0
香港,3.22,317,4,100,83,83,0,0
西藏,3.22,1,0,1,0,0,0,0
天津,3.22,141,3,133,4,4,0,0
台湾,3.22,195,2,28,42,42,0,0
四川,3.22,543,3,536,0,0,0,0
上海,3.22,404,4,328,10,10,0,1
陕西,3.22,248,3,239,0,0,0,0
山西,3.22,133,0,133,0,0,0,0
山东,3.22,768,7,752,2,2,3,0
青海,3.22,18,0,18,0,0,0,0
宁夏,3.22,75,0,75,0,0,0,0
内蒙古,3.22,75,1,74,0,0,0,0
辽宁,3.22,127,2,124,1,1,2,0
江西,3.22,936,1,934,0,0,0,0
江苏,3.22,633,0,631,0,0,0,0
吉林,3.22,93,1,92,0,0,0,0
湖南,3.22,1018,4,1014,0,0,0,0
湖北,3.22,67800,3153,59879,0,0,447,9
黑龙江,3.22,484,13,465,0,0,2,0
河南,3.22,1274,22,1250,1,1,0,0
河北,3.22,319,6,310,0,0,0,0
海南,3.22,168,6,161,0,0,0,0
贵州,3.22,146,2,144,0,0,0,0
广西,3.22,254,2,250,0,0,0,0
广东,3.22,1413,8,1332,6,6,3,0
甘肃,3.22,136,2,114,2,2,1,0
福建,3.22,313,1,295,6,6,0,0
北京,3.22,537,8,401,25,25,3,0
澳门,3.22,21,0,10,3,3,0,0
安徽,3.22,990,6,984,0,0,0,0
重庆,3.23,578,6,570,1,1,0,0
浙江,3.23,1240,1,1221,2,2,0,0
云南,3.23,176,2,172,0,0,0,0
新疆,3.23,76,3,73,0,0,0,0
香港,3.23,356,4,101,39,39,1,0
西藏,3.23,1,0,1,0,0,0,0
天津,3.23,142,3,133,1,1,0,0
台湾,3.23,195,2,29,26,26,1,0
四川,3.23,545,3,536,2,2,0,0
上海,3.23,414,4,329,10,10,1,0
陕西,3.23,249,3,240,1,1,1,0
山西,3.23,134,0,133,1,1,0,0
山东,3.23,768,7,752,0,0,0,0
青海,3.23,18,0,18,0,0,0,0
宁夏,3.23,75,0,75,0,0,0,0
内蒙古,3.23,75,1,74,0,0,0,0
辽宁,3.23,127,2,124,0,0,0,0
江西,3.23,936,1,934,0,0,0,0
江苏,3.23,636,0,631,3,3,0,0
吉林,3.23,93,1,92,0,0,0,0
湖南,3.23,1018,4,1014,0,0,0,0
湖北,3.23,67801,3160,60323,1,1,444,7
黑龙江,3.23,484,13,468,0,0,3,0
河南,3.23,1274,22,1250,0,0,0,0
河北,3.23,319,6,310,0,0,0,0
海南,3.23,168,6,161,0,0,0,0
贵州,3.23,146,2,144,0,0,0,0
广西,3.23,254,2,250,0,0,0,0
广东,3.23,1428,8,1333,15,15,1,0
甘肃,3.23,136,2,119,0,0,5,0
福建,3.23,318,1,295,5,5,0,0
北京,3.23,554,8,401,32,32,0,0
澳门,3.23,25,0,10,4,4,0,0
安徽,3.23,990,6,984,0,0,0,0
重庆,3.24,578,6,570,0,0,0,0
浙江,3.24,1241,1,1221,1,1,0,0
云南,3.24,176,2,172,0,0,0,0
新疆,3.24,76,3,73,0,0,0,0
香港,3.24,386,4,102,30,30,1,0
西藏,3.24,1,0,1,0,0,0,0
天津,3.24,145,3,133,4,4,0,0
台湾,3.24,216,2,29,21,21,0,0
四川,3.24,547,3,536,2,2,0,0
上海,3.24,433,5,330,19,19,1,1
陕西,3.24,250,3,240,1,1,0,0
山西,3.24,134,0,133,0,0,0,0
山东,3.24,769,7,752,1,1,0,0
青海,3.24,18,0,18,0,0,0,0
宁夏,3.24,75,0,75,0,0,0,0
内蒙古,3.24,77,1,74,2,2,0,0
辽宁,3.24,127,2,124,0,0,0,0
江西,3.24,936,1,934,0,0,0,0
江苏,3.24,638,0,631,2,2,0,0
吉林,3.24,94,1,92,1,1,0,0
湖南,3.24,1018,4,1014,0,0,0,0
湖北,3.24,67801,3163,60810,0,0,487,3
黑龙江,3.24,484,13,468,0,0,0,0
河南,3.24,1274,22,1250,0,0,0,0
河北,3.24,319,6,310,0,0,0,0
海南,3.24,168,6,162,0,0,1,0
贵州,3.24,146,2,144,0,0,0,0
广西,3.24,254,2,250,0,0,0,0
广东,3.24,1433,8,1334,5,5,1,0
甘肃,3.24,136,2,121,0,0,2,0
福建,3.24,322,1,295,4,4,0,0
北京,3.24,561,8,403,7,7,2,0
澳门,3.24,26,0,10,1,1,0,0
安徽,3.24,990,6,984,0,0,0,0
重庆,3.25,578,6,570,0,0,0,0
浙江,3.25,1243,1,1222,2,2,1,0
云南,3.25,178,2,172,2,2,0,0
新疆,3.25,76,3,73,0,0,0,0
香港,3.25,410,4,106,24,24,4,0
西藏,3.25,1,0,1,0,0,0,0
天津,3.25,151,3,133,4,4,0,0
台湾,3.25,235,2,29,19,19,0,0
四川,3.25,547,3,536,0,0,0,0
上海,3.25,451,5,330,18,18,0,0
陕西,3.25,253,3,242,3,3,2,0
山西,3.25,135,0,133,1,1,0,0
山东,3.25,769,7,752,2,2,0,0
青海,3.25,18,0,18,0,0,0,0
宁夏,3.25,75,0,75,0,0,0,0
内蒙古,3.25,89,1,74,12,12,0,0
辽宁,3.25,127,2,124,0,0,0,0
江西,3.25,936,1,934,0,0,0,0
江苏,3.25,640,0,631,2,2,0,0
吉林,3.25,95,1,92,1,1,0,0
湖南,3.25,1018,4,1014,0,0,0,0
湖北,3.25,67801,3169,61201,0,0,391,6
黑龙江,3.25,484,13,469,0,0,1,0
河南,3.25,1275,22,1250,1,1,0,0
河北,3.25,319,6,310,0,0,0,0
海南,3.25,168,6,162,0,0,0,0
贵州,3.25,146,2,144,0,0,0,0
广西,3.25,254,2,250,0,0,0,0
广东,3.25,1444,8,1336,11,11,2,0
甘肃,3.25,136,2,121,0,0,0,0
福建,3.25,328,1,295,6,6,0,0
北京,3.25,566,8,406,7,7,3,0
澳门,3.25,30,0,10,4,4,0,0
安徽,3.25,990,6,984,0,0,0,0
重庆,3.26,578,6,570,0,0,0,0
浙江,3.26,1247,1,1222,4,4,0,0
云南,3.26,180,2,172,2,2,0,0
新疆,3.26,76,3,73,0,0,0,0
香港,3.26,453,4,110,43,43,4,0
西藏,3.26,1,0,1,0,0,0,0
天津,3.26,152,3,133,5,5,0,0
台湾,3.26,252,2,29,17,17,0,0
四川,3.26,547,3,536,0,0,0,0
上海,3.26,468,5,331,17,17,1,0
陕西,3.26,253,3,242,0,0,0,0
山西,3.26,135,0,133,0,0,0,0
山东,3.26,771,7,752,2,2,0,0
青海,3.26,18,0,18,0,0,0,0
宁夏,3.26,75,0,75,0,0,0,0
内蒙古,3.26,92,1,74,3,3,0,0
辽宁,3.26,128,2,124,1,1,0,0
江西,3.26,936,1,934,0,0,0,0
江苏,3.26,641,0,631,1,1,0,0
吉林,3.26,95,1,92,0,0,0,0
湖南,3.26,1018,4,1014,0,0,0,0
湖北,3.26,67801,3174,61731,0,0,530,5
黑龙江,3.26,484,13,469,0,0,0,0
河南,3.26,1275,22,1250,0,0,0,0
河北,3.26,319,6,310,0,0,0,0
海南,3.26,168,6,162,0,0,0,0
贵州,3.26,146,2,144,0,0,0,0
广西,3.26,254,2,250,0,0,0,0
广东,3.26,1456,8,1337,12,12,1,0
甘肃,3.26,136,2,125,0,0,4,0
福建,3.26,331,1,295,3,3,0,0
北京,3.26,569,8,406,4,4,0,0
澳门,3.26,33,0,10,3,3,0,0
安徽,3.26,990,6,984,0,0,0,0
重庆,3.27,578,6,570,0,0,0,0
浙江,3.27,1251,1,1225,4,4,3,0
云南,3.27,180,2,172,2,2,0,0
新疆,3.27,76,3,73,0,0,0,0
香港,3.27,518,4,111,65,65,1,0
西藏,3.27,1,0,1,0,0,0,0
天津,3.27,156,3,133,4,4,0,0
台湾,3.27,267,2,30,15,15,1,0
四川,3.27,548,3,536,1,1,0,0
上海,3.27,485,5,334,17,17,3,0
陕西,3.27,253,3,242,0,0,0,0
山西,3.27,135,0,133,0,0,0,0
山东,3.27,772,7,752,0,0,0,0
青海,3.27,18,0,18,0,0,0,0
宁夏,3.27,75,0,75,0,0,0,0
内蒙古,3.27,94,1,74,2,2,0,0
辽宁,3.27,131,2,124,3,3,0,0
江西,3.27,936,1,934,0,0,0,0
江苏,3.27,641,0,631,1,1,0,0
吉林,3.27,97,1,92,2,2,0,0
湖南,3.27,1018,4,1014,0,0,0,0
湖北,3.27,67801,3177,62098,0,0,367,3
黑龙江,3.27,484,13,469,0,0,0,0
河南,3.27,1275,22,1251,0,0,1,0
河北,3.27,319,6,310,0,0,0,0
海南,3.27,168,6,162,0,0,0,0
贵州,3.27,146,2,144,0,0,0,0
广西,3.27,254,2,250,0,0,0,0
广东,3.27,1467,8,1341,11,11,4,0
甘肃,3.27,136,2,125,0,0,0,0
福建,3.27,337,1,295,6,6,0,0
北京,3.27,572,8,409,3,3,3,0
澳门,3.27,35,0,10,2,2,0,0
安徽,3.27,990,6,984,0,0,0,0
重庆,3.28,579,6,570,1,1,0,0
浙江,3.28,1254,1,1225,3,3,0,0
云南,3.28,180,2,172,0,0,0,0
新疆,3.28,76,3,73,0,0,0,0
香港,3.28,582,4,112,64,64,1,0
西藏,3.28,1,0,1,0,0,0,0
天津,3.28,163,3,133,7,7,0,0
台湾,3.28,283,2,30,16,16,0,0
四川,3.28,550,3,536,2,2,0,0
上海,3.28,492,5,334,7,7,0,0
陕西,3.28,253,3,242,0,0,0,0
山西,3.28,136,0,133,1,1,0,0
山东,3.28,772,7,752,0,0,0,0
青海,3.28,18,0,18,0,0,0,0
宁夏,3.28,75,0,75,0,0,0,0
内蒙古,3.28,95,1,74,1,1,0,0
辽宁,3.28,134,2,124,3,3,0,0
江西,3.28,937,1,934,1,1,0,0
江苏,3.28,644,0,631,3,3,0,0
吉林,3.28,98,1,92,1,1,0,0
湖南,3.28,1018,4,1014,0,0,0,0
湖北,3.28,67801,3177,62565,0,0,467,0
黑龙江,3.28,484,13,469,0,0,0,0
河南,3.28,1276,22,1251,1,1,0,0
河北,3.28,319,6,310,0,0,0,0
海南,3.28,168,6,162,0,0,0,0
贵州,3.28,147,2,144,1,1,0,0
广西,3.28,254,2,250,0,0,0,0
广东,3.28,1475,8,1349,8,8,8,0
甘肃,3.28,136,2,125,0,0,0,0
福建,3.28,338,1,295,1,1,0,0
北京,3.28,576,8,411,4,4,2,0
澳门,3.28,37,0,10,3,3,0,0
安徽,3.28,990,6,984,0,0,0,0
重庆,3.29,579,6,570,0,0,0,0
浙江,3.29,1255,1,1225,1,1,0,0
云南,3.29,180,2,172,0,0,0,0
新疆,3.29,76,3,73,0,0,0,0
香港,3.29,641,4,118,59,59,6,0
西藏,3.29,1,0,1,0,0,0,0
天津,3.29,166,3,133,3,3,0,0
台湾,3.29,298,3,39,15,15,9,1
四川,3.29,550,3,536,0,0,0,0
上海,3.29,498,5,334,6,6,0,0
陕西,3.29,253,3,242,0,0,0,0
山西,3.29,136,0,133,0,0,0,0
山东,3.29,773,7,753,1,1,1,0
青海,3.29,18,0,18,0,0,0,0
宁夏,3.29,75,0,75,0,0,0,0
内蒙古,3.29,97,1,74,2,2,0,0
辽宁,3.29,136,2,124,2,2,0,0
江西,3.29,937,1,935,0,0,1,0
江苏,3.29,645,0,631,1,1,0,0
吉林,3.29,98,1,92,0,0,0,0
湖南,3.29,1018,4,1014,0,0,0,0
湖北,3.29,67801,3186,62882,0,0,317,9
黑龙江,3.29,484,13,469,0,0,0,0
河南,3.29,1276,22,1251,0,0,0,0
河北,3.29,319,6,310,0,0,0,0
海南,3.29,168,6,162,0,0,0,0
贵州,3.29,147,2,144,0,0,0,0
广西,3.29,254,2,250,0,0,0,0
广东,3.29,1484,8,1351,9,9,2,0
甘肃,3.29,138,2,125,2,2,0,0
福建,3.29,340,1,295,2,2,0,0
北京,3.29,577,8,412,1,1,1,0
澳门,3.29,38,0,10,1,1,0,0
安徽,3.29,990,6,984,0,0,0,0
重庆,3.3,579,6,570,0,0,0,0
浙江,3.3,1257,1,1226,2,2,1,0
云南,3.3,181,2,172,1,1,0,0
新疆,3.3,76,3,73,0,0,0,0
香港,3.3,682,4,124,41,41,6,0
西藏,3.3,1,0,1,0,0,0,0
天津,3.3,174,3,133,8,8,0,0
台湾,3.3,306,5,39,23,23,0,2
四川,3.3,550,3,536,0,0,0,0
上海,3.3,509,5,338,11,11,4,0
陕西,3.3,253,3,242,0,0,0,0
山西,3.3,136,0,133,0,0,0,0
山东,3.3,774,7,753,1,1,0,0
青海,3.3,18,0,18,0,0,0,0
宁夏,3.3,75,0,75,0,0,0,0
内蒙古,3.3,107,1,74,10,10,0,0
辽宁,3.3,139,2,124,3,3,0,0
江西,3.3,937,1,935,0,0,0,0
江苏,3.3,646,0,631,1,1,0,0
吉林,3.3,98,1,92,0,0,0,0
湖南,3.3,1018,4,1014,0,0,0,0
湖北,3.3,67801,3187,63153,0,0,271,1
黑龙江,3.3,484,13,469,0,0,0,0
河南,3.3,1276,22,1251,0,0,0,0
河北,3.3,321,6,310,2,2,0,0
海南,3.3,168,6,162,0,0,0,0
贵州,3.3,147,2,144,0,0,0,0
广西,3.3,254,2,250,0,0,0,0
广东,3.3,1490,8,1353,6,6,2,0
甘肃,3.3,138,2,125,0,0,0,0
福建,3.3,343,1,295,3,3,0,0
北京,3.3,580,8,416,3,3,4,0
澳门,3.3,39,0,10,1,1,0,0
安徽,3.3,990,6,984,0,0,0,0
重庆,3.31,579,6,570,0,0,0,0
浙江,3.31,1257,1,1226,0,0,0,0
云南,3.31,182,2,172,1,1,0,0
新疆,3.31,76,3,73,0,0,0,0
香港,3.31,714,4,128,32,32,4,0
西藏,3.31,1,0,1,0,0,0,0
天津,3.31,174,3,135,0,0,2,0
台湾,3.31,322,5,39,24,24,0,0
四川,3.31,552,3,536,2,2,0,0
上海,3.31,516,6,341,7,7,3,1
陕西,3.31,255,3,242,2,2,0,0
山西,3.31,137,0,133,1,1,0,0
山东,3.31,774,7,753,0,0,0,0
青海,3.31,18,0,18,0,0,0,0
宁夏,3.31,75,0,75,0,0,0,0
内蒙古,3.31,111,1,74,4,4,0,0
辽宁,3.31,140,2,124,1,1,0,0
江西,3.31,937,1,935,0,0,0,0
江苏,3.31,646,0,631,0,0,0,0
吉林,3.31,98,1,92,0,0,0,0
湖南,3.31,1018,4,1014,0,0,0,0
湖北,3.31,67802,3193,63326,1,1,173,6
黑龙江,3.31,484,13,469,0,0,0,0
河南,3.31,1276,22,1251,0,0,0,0
河北,3.31,323,6,310,2,2,0,0
海南,3.31,168,6,162,0,0,0,0
贵州,3.31,147,2,144,0,0,0,0
广西,3.31,254,2,250,0,0,0,0
广东,3.31,1501,8,1357,11,11,4,0
甘肃,3.31,138,2,125,0,0,0,0
福建,3.31,345,1,297,2,2,2,0
北京,3.31,580,8,418,0,0,2,0
澳门,3.31,41,0,10,3,3,0,0
安徽,3.31,990,6,984,0,0,0,0
重庆,4.01,579,6,570,0,0,0,0
浙江,4.01,1257,1,1226,0,0,0,0
云南,4.01,182,2,172,1,1,0,0
新疆,4.01,76,3,73,0,0,0,0
香港,4.01,714,4,128,32,32,4,0
西藏,4.01,1,0,1,0,0,0,0
天津,4.01,174,3,135,0,0,2,0
台湾,4.01,322,5,39,24,24,0,0
四川,4.01,552,3,536,2,2,0,0
上海,4.01,516,6,341,7,7,3,1
陕西,4.01,255,3,242,2,2,0,0
山西,4.01,137,0,133,1,1,0,0
山东,4.01,774,7,753,0,0,0,0
青海,4.01,18,0,18,0,0,0,0
宁夏,4.01,75,0,75,0,0,0,0
内蒙古,4.01,111,1,74,4,4,0,0
辽宁,4.01,140,2,124,1,1,0,0
江西,4.01,937,1,935,0,0,0,0
江苏,4.01,646,0,631,0,0,0,0
吉林,4.01,98,1,92,0,0,0,0
